date_of_demolition,locality,district,area,housing_units,people_left_homeless,minors_left_homeless,type_of_sturcture,reason_for_demolition
2016-03-02,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-03-02,Kh. Tana,Nablus,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-03-02,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-03-02,Kh. Tana,Nablus,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-03-02,Kh. Tana,Nablus,west-bank,1,6,4,Residental,Demolition on the pretext of unlawful construction
2016-03-02,Wadi al-Qalt,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-03-02,Kh. Tana,Nablus,west-bank,2,0,0,Residental,Demolition on the pretext of unlawful construction
2016-03-02,Kh. Tana,Nablus,west-bank,2,0,0,Residental,Demolition on the pretext of unlawful construction
2016-03-02,Kh. Tana,Nablus,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-03-02,Kh. Tana,Nablus,west-bank,2,0,0,Residental,Demolition on the pretext of unlawful construction
2016-03-02,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-03-02,Wadi al-Qalt,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-03-02,Wadi al-Qalt,Jericho,west-bank,1,17,14,Residental,Demolition on the pretext of unlawful construction
2016-03-02,Wadi al-Qalt,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-03-02,Wadi al-Qalt,Jericho,west-bank,1,7,5,Residental,Demolition on the pretext of unlawful construction
2016-03-02,Wadi al-Qalt,Jericho,west-bank,1,6,4,Residental,Demolition on the pretext of unlawful construction
2016-03-02,Shweikah,Tulkarm,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2016-03-02,Wadi al-Qalt,Jericho,west-bank,1,3,1,Residental,Demolition on the pretext of unlawful construction
2016-03-02,Kh. Tana,Nablus,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-03-02,Kh. Tana,Nablus,west-bank,2,0,0,Residental,Demolition on the pretext of unlawful construction
2016-02-29,al-Farisiyah,Tubas,west-bank,1,3,1,Residental,Demolition on the pretext of unlawful construction
2016-02-29,al-Farisiyah,Tubas,west-bank,1,5,1,Residental,Demolition on the pretext of unlawful construction
2016-02-29,al-Farisiyah,Tubas,west-bank,1,2,0,Residental,Demolition on the pretext of unlawful construction
2016-02-29,al-Farisiyah,Tubas,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-02-29,al-Farisiyah,Tubas,west-bank,1,9,4,Residental,Demolition on the pretext of unlawful construction
2016-02-29,al-Farisiyah,Tubas,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-02-25,Ni'lin,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-02-25,Ni'lin,Ramallah and al-Bira,west-bank,4,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-02-25,Ni'lin,Ramallah and al-Bira,west-bank,6,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-02-23,Deir Samit,Hebron,west-bank,1,5,3,Residental,Demolition of houses as punishment
2016-02-23,Deir Samit,Hebron,west-bank,2,13,7,Residental,Demolition of houses as punishment
2016-02-21,Abu a-Nuwar,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-02-15,Kh.Um a-Rashash,Nablus,west-bank,1,8,5,Residental,Demolition on the pretext of unlawful construction
2016-02-15,Kh.Um a-Rashash,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-02-15,Kh.Um a-Rashash,Nablus,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-02-15,Kh.Um a-Rashash,Nablus,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-02-15,Kh.Um a-Rashash,Nablus,west-bank,1,4,2,Residental,Demolition on the pretext of unlawful construction
2016-02-15,Kh.Um a-Rashash,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-02-15,Kh.Um a-Rashash,Nablus,west-bank,1,10,8,Residental,Demolition on the pretext of unlawful construction
2016-02-15,Kh.Um a-Rashash,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-02-15,Kh.Um a-Rashash,Nablus,west-bank,1,4,2,Residental,Demolition on the pretext of unlawful construction
2016-02-15,Kh.Um a-Rashash,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-02-15,Kh.Um a-Rashash,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-02-15,Kh.Um a-Rashash,Nablus,west-bank,1,4,0,Residental,Demolition on the pretext of unlawful construction
2016-02-15,Kh.Um a-Rashash,Nablus,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-02-15,Kh.Um a-Rashash,Nablus,west-bank,1,9,7,Residental,Demolition on the pretext of unlawful construction
2016-02-15,Kh.Um a-Rashash,Nablus,west-bank,2,13,9,Residental,Demolition on the pretext of unlawful construction
2016-02-15,Kh.Um a-Rashash,Nablus,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-02-15,Kh.Um a-Rashash,Nablus,west-bank,1,11,8,Residental,Demolition on the pretext of unlawful construction
2016-02-15,Kh.Um a-Rashash,Nablus,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-02-15,Kh.Um a-Rashash,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-02-15,Kh.Um a-Rashash,Nablus,west-bank,1,4,2,Residental,Demolition on the pretext of unlawful construction
2016-02-15,Kh.Um a-Rashash,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-02-11,al-Farisiyah,Tubas,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-02-11,al-Farisiyah,Tubas,west-bank,1,7,2,Residental,Demolition on the pretext of unlawful construction
2016-02-11,al-Farisiyah,Tubas,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-02-11,al-Farisiyah,Tubas,west-bank,1,7,5,Residental,Demolition on the pretext of unlawful construction
2016-02-11,al-Farisiyah,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-02-11,al-Farisiyah,Tubas,west-bank,1,5,3,Residental,Demolition on the pretext of unlawful construction
2016-02-11,al-Farisiyah,Tubas,west-bank,1,9,4,Residental,Demolition on the pretext of unlawful construction
2016-02-11,al-Farisiyah,Tubas,west-bank,2,2,0,Residental,Demolition on the pretext of unlawful construction
2016-02-11,al-Farisiyah,Tubas,west-bank,1,3,0,Residental,Demolition on the pretext of unlawful construction
2016-02-11,'Ein al-Beida,Tubas,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-02-11,al-Farisiyah,Tubas,west-bank,1,3,1,Residental,Demolition on the pretext of unlawful construction
2016-02-11,al-Farisiyah,Tubas,west-bank,1,2,0,Residental,Demolition on the pretext of unlawful construction
2016-02-11,Bardalah,Tubas,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-02-11,al-Farisiyah,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-02-11,al-Farisiyah,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-02-11,al-Farisiyah,Tubas,west-bank,1,5,1,Residental,Demolition on the pretext of unlawful construction
2016-02-10,al-Jiftlik,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-02-10,Fasayil,Jericho,west-bank,1,5,3,Residental,Demolition on the pretext of unlawful construction
2016-02-10,Fasayil,Jericho,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-02-10,al-Jiftlik,Jericho,west-bank,1,13,10,Residental,Demolition on the pretext of unlawful construction
2016-02-10,al-Jiftlik,Jericho,west-bank,1,10,5,Residental,Demolition on the pretext of unlawful construction
2016-02-10,al-Jiftlik,Jericho,west-bank,1,8,4,Residental,Demolition on the pretext of unlawful construction
2016-02-10,Kh. 'Ein Karzaliyah,Jericho,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-02-10,al-Mukasar,Tubas,west-bank,1,10,5,Residental,Demolition on the pretext of unlawful construction
2016-02-10,Kh. 'Ein Karzaliyah,Jericho,west-bank,1,7,4,Residental,Demolition on the pretext of unlawful construction
2016-02-10,Kh. 'Ein Karzaliyah,Jericho,west-bank,4,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-02-10,Khallet al-Fouleh,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-02-10,Kh. 'Ein Karzaliyah,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-02-10,Kh. 'Ein Karzaliyah,Jericho,west-bank,1,3,1,Residental,Demolition on the pretext of unlawful construction
2016-02-10,Kh. 'Ein Karzaliyah,Jericho,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-02-10,al-Mukasar,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-02-10,Kh. 'Ein Karzaliyah,Jericho,west-bank,1,9,5,Residental,Demolition on the pretext of unlawful construction
2016-02-10,Khallet al-Fouleh,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-02-09,Kh. Tana,Nablus,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-02-09,Kh. Tana,Nablus,west-bank,1,7,5,Residental,Demolition on the pretext of unlawful construction
2016-02-09,Kh. Tana,Nablus,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-02-09,Kh. Tana,Nablus,west-bank,1,6,2,Residental,Demolition on the pretext of unlawful construction
2016-02-09,Kh. Tana,Nablus,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-02-09,Kh. Tana,Nablus,west-bank,1,6,2,Residental,Demolition on the pretext of unlawful construction
2016-02-09,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-02-09,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-02-09,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-02-09,Kh. Tana,Nablus,west-bank,1,7,2,Residental,Demolition on the pretext of unlawful construction
2016-02-04,Beit Dajan,Nablus,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-02-04,al-Mukasar,Tubas,west-bank,4,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-02-04,al-Mukasar,Tubas,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2016-02-04,al-Mukasar,Tubas,west-bank,5,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-02-04,al-Mukasar,Tubas,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2016-02-04,Bil'in,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-02-04,Bil'in,Ramallah and al-Bira,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-02-04,al-'Eizariyah,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-02-02,Kh. Jenbah,Hebron,west-bank,1,6,4,Residental,Demolition on the pretext of unlawful construction
2016-02-02,Kh. Jenbah,Hebron,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2016-02-02,Kh. Jenbah,Hebron,west-bank,1,13,3,Residental,Demolition on the pretext of unlawful construction
2016-02-02,Kh. Jenbah,Hebron,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2016-02-02,Kh. Jenbah,Hebron,west-bank,1,8,5,Residental,Demolition on the pretext of unlawful construction
2016-02-02,Kh. Jenbah,Hebron,west-bank,1,5,3,Residental,Demolition on the pretext of unlawful construction
2016-02-02,Kh. Jenbah,Hebron,west-bank,1,4,2,Residental,Demolition on the pretext of unlawful construction
2016-02-02,Kh. Jenbah,Hebron,west-bank,1,11,6,Residental,Demolition on the pretext of unlawful construction
2016-02-02,Kh. Jenbah,Hebron,west-bank,1,3,1,Residental,Demolition on the pretext of unlawful construction
2016-02-02,Kh. Jenbah,Hebron,west-bank,1,1,0,Residental,Demolition on the pretext of unlawful construction
2016-02-02,Kh. Jenbah,Hebron,west-bank,1,5,3,Residental,Demolition on the pretext of unlawful construction
2016-02-02,Kh. Jenbah,Hebron,west-bank,1,1,0,Residental,Demolition on the pretext of unlawful construction
2016-02-02,Kh. al-Halawah,Hebron,west-bank,1,2,0,Residental,Demolition on the pretext of unlawful construction
2016-02-02,Kh. al-Halawah,Hebron,west-bank,1,11,7,Residental,Demolition on the pretext of unlawful construction
2016-02-02,Kh. al-Halawah,Hebron,west-bank,1,3,1,Residental,Demolition on the pretext of unlawful construction
2016-02-02,Kh. al-Halawah,Hebron,west-bank,1,4,2,Residental,Demolition on the pretext of unlawful construction
2016-02-02,Kh. al-Halawah,Hebron,west-bank,1,10,2,Residental,Demolition on the pretext of unlawful construction
2016-02-02,Kh. al-Halawah,Hebron,west-bank,1,5,3,Residental,Demolition on the pretext of unlawful construction
2016-02-02,Kh. al-Halawah,Hebron,west-bank,1,6,0,Residental,Demolition on the pretext of unlawful construction
2016-02-01,Deir 'Ammar,Ramallah and al-Bira,west-bank,1,5,3,Residental,Demolition on the pretext of unlawful construction
2016-02-01,Deir 'Ammar,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-02-01,Deir 'Ammar,Ramallah and al-Bira,west-bank,1,8,6,Residental,Demolition on the pretext of unlawful construction
2016-02-01,Deir 'Ammar,Ramallah and al-Bira,west-bank,1,4,2,Residental,Demolition on the pretext of unlawful construction
2016-01-27,Hizma,al-Quds,west-bank,1,24,17,Residental,Demolition on the pretext of unlawful construction
2016-01-21,Beit Ula,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-01-21,Jabal al-Baba,al-Quds,west-bank,1,9,0,Residental,Demolition on the pretext of unlawful construction
2016-01-21,Jabal al-Baba,al-Quds,west-bank,1,2,0,Residental,Demolition on the pretext of unlawful construction
2016-01-21,Jabal al-Baba,al-Quds,west-bank,1,4,2,Residental,Demolition on the pretext of unlawful construction
2016-01-21,Jabal al-Baba,al-Quds,west-bank,1,2,0,Residental,Demolition on the pretext of unlawful construction
2016-01-21,Jabal al-Baba,al-Quds,west-bank,1,7,3,Residental,Demolition on the pretext of unlawful construction
2016-01-21,Jabal al-Baba,al-Quds,west-bank,1,3,2,Residental,Demolition on the pretext of unlawful construction
2016-01-20,Badu al-Mashru',Jericho,west-bank,3,0,0,Residental,Demolition on the pretext of unlawful construction
2016-01-20,Kh. Lasefar,Hebron,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-01-20,Kh. Lasefar,Hebron,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-01-20,Beit a-Rush a-Tahta,Hebron,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2016-01-20,Kh. Susiya,Hebron,west-bank,2,8,6,Residental,Demolition on the pretext of unlawful construction
2016-01-18,Kharbatha al-Misbah,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-01-18,al-Funduq,Qalqiliya,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-01-18,Kharbatha al-Misbah,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-01-18,Kharbatha al-Misbah,Ramallah and al-Bira,west-bank,1,2,1,Residental,Demolition on the pretext of unlawful construction
2016-01-18,Jinsafut,Qalqiliya,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-01-14,Kh. 'Einun,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-01-14,Kh. 'Einun,Tubas,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-01-14,al-'Arrub R.C.,Hebron,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-01-14,a-Taybah,Ramallah and al-Bira,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-01-14,Kh. 'Einun,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-01-14,Kh. 'Einun,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-01-14,Kh. 'Einun,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-01-14,a-Taybah,Ramallah and al-Bira,west-bank,1,7,3,Residental,Demolition on the pretext of unlawful construction
2016-01-14,Beit Ummar,Hebron,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2016-01-13,Kh. a-Rahwah,Hebron,west-bank,1,11,9,Residental,Demolition on the pretext of unlawful construction
2016-01-13,Kh. a-Rahwah,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-01-13,a-Sawiyah,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-01-10,Abu a-Nuwar,al-Quds,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2016-01-10,Abu a-Nuwar,al-Quds,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2016-01-10,Abu a-Nuwar,al-Quds,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2016-01-10,Abu a-Nuwar,al-Quds,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2016-01-10,Abu a-Nuwar,al-Quds,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2016-01-09,Qalandia R.C.,al-Quds,west-bank,1,6,3,Residental,Demolition of houses as punishment
2016-01-06,Abu a-Nuwar,al-Quds,west-bank,1,10,7,Residental,Demolition on the pretext of unlawful construction
2016-01-06,Abu a-Nuwar,al-Quds,west-bank,1,5,3,Residental,Demolition on the pretext of unlawful construction
2016-01-06,Abu a-Nuwar,al-Quds,west-bank,1,3,1,Residental,Demolition on the pretext of unlawful construction
2016-01-06,Abu a-Nuwar,al-Quds,west-bank,1,2,0,Residental,Demolition on the pretext of unlawful construction
2016-01-06,Abu a-Nuwar,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2016-01-06,Abu a-Nuwar,al-Quds,west-bank,1,8,6,Residental,Demolition on the pretext of unlawful construction
2016-01-04,Jabal al-Mukabber,East Jerusalem,east-jerusalem,1,5,2,Residental,Demolition of houses as punishment
2016-01-04,Jabal al-Mukabber,East Jerusalem,east-jerusalem,1,2,0,Residental,Demolition of houses as punishment
2015-12-24,Kh. Um al-Jamal,Tubas,west-bank,1,12,5,Residental,Demolition on the pretext of unlawful construction
2015-12-08,'Izbat Shufah,Tulkarm,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-12-03,Nablus,Nablus,west-bank,2,8,4,Residental,Demolition of houses as punishment
2015-12-02,Shu'fat R.C.,East Jerusalem,east-jerusalem,1,6,4,Residental,Demolition of houses as punishment
2015-12-01,Hizma,al-Quds,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-11-28,al-Hadidiyah,Tubas,west-bank,2,0,0,Residental,Demolition on the pretext of unlawful construction
2015-11-26,al-Hadidiyah,Tubas,west-bank,1,4,0,Residental,Demolition on the pretext of unlawful construction
2015-11-26,al-Hadidiyah,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-11-26,al-Hadidiyah,Tubas,west-bank,1,11,4,Residental,Demolition on the pretext of unlawful construction
2015-11-26,al-Hadidiyah,Tubas,west-bank,6,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-11-26,al-Hadidiyah,Tubas,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-11-26,Halhul,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-11-25,al-Hadidiyah,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-11-16,Kh.Jurat al-Kheil,Hebron,west-bank,1,6,4,Residental,Demolition on the pretext of unlawful construction
2015-11-16,Kh.Jurat al-Kheil,Hebron,west-bank,1,2,0,Residental,Demolition on the pretext of unlawful construction
2015-11-16,Qalandia R.C.,al-Quds,west-bank,1,3,2,Residental,Demolition of houses as punishment
2015-11-14,Silwad,Ramallah and al-Bira,west-bank,1,5,1,Residental,Demolition of houses as punishment
2015-11-14,Nablus,Nablus,west-bank,1,5,3,Residental,Demolition of houses as punishment
2015-11-14,Nablus,Nablus,west-bank,1,5,1,Residental,Demolition of houses as punishment
2015-11-14,Nablus,Nablus,west-bank,1,7,2,Residental,Demolition of houses as punishment
2015-11-12,Hebron,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-11-12,Hebron,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-11-12,Hebron,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-11-10,Kh. al-Hafirah,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-11-10,Kh. al-Hafirah,Tubas,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-11-10,Kh. al-Hafirah,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-10-20,Hebron,Hebron,west-bank,1,3,2,Residental,Demolition of houses as punishment
2015-10-06,Abu Tur,East Jerusalem,east-jerusalem,0,0,0,Residental,Demolition of houses as punishment
2015-10-06,Jabal al-Mukabber,East Jerusalem,east-jerusalem,1,1,0,Residental,Demolition of houses as punishment
2015-10-06,Jabal al-Mukabber,East Jerusalem,east-jerusalem,1,5,3,Residental,Demolition of houses as punishment
2015-09-27,Kh. Humsah,Tubas,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-09-20,Hizma,al-Quds,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-09-20,Hizma,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-09-20,Hizma,al-Quds,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-09-03,a-Taybah,Ramallah and al-Bira,west-bank,1,5,3,Residental,Demolition on the pretext of unlawful construction
2015-09-03,a-Taybah,Ramallah and al-Bira,west-bank,1,5,3,Residental,Demolition on the pretext of unlawful construction
2015-09-03,a-Taybah,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-09-03,a-Taybah,Ramallah and al-Bira,west-bank,4,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-31,al-Khdeirat,Ramallah and al-Bira,west-bank,3,13,9,Residental,Demolition on the pretext of unlawful construction
2015-08-31,al-Khdeirat,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-31,al-Khdeirat,Ramallah and al-Bira,west-bank,1,8,6,Residental,Demolition on the pretext of unlawful construction
2015-08-31,al-Khdeirat,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-31,al-Khdeirat,Ramallah and al-Bira,west-bank,1,8,6,Residental,Demolition on the pretext of unlawful construction
2015-08-31,al-Khdeirat,Ramallah and al-Bira,west-bank,1,8,6,Residental,Demolition on the pretext of unlawful construction
2015-08-31,al-Khdeirat,Ramallah and al-Bira,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-31,al-Khdeirat,Ramallah and al-Bira,west-bank,1,12,10,Residental,Demolition on the pretext of unlawful construction
2015-08-31,al-Khdeirat,Ramallah and al-Bira,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-31,al-Khdeirat,Ramallah and al-Bira,west-bank,1,7,5,Residental,Demolition on the pretext of unlawful construction
2015-08-31,al-Khdeirat,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-31,al-Khdeirat,Ramallah and al-Bira,west-bank,1,8,6,Residental,Demolition on the pretext of unlawful construction
2015-08-31,al-Khdeirat,Ramallah and al-Bira,west-bank,1,2,0,Residental,Demolition on the pretext of unlawful construction
2015-08-31,al-Khdeirat,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-31,al-Khdeirat,Ramallah and al-Bira,west-bank,1,12,10,Residental,Demolition on the pretext of unlawful construction
2015-08-31,al-Khdeirat,Ramallah and al-Bira,west-bank,1,9,6,Residental,Demolition on the pretext of unlawful construction
2015-08-31,al-Khdeirat,Ramallah and al-Bira,west-bank,1,8,6,Residental,Demolition on the pretext of unlawful construction
2015-08-26,al-'Eizariyah,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-26,al-'Eizariyah,al-Quds,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-26,al-'Eizariyah,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-26,al-'Eizariyah,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-26,al-'Eizariyah,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-20,Kh. 'Einun,Tubas,west-bank,1,7,5,Residental,Demolition on the pretext of unlawful construction
2015-08-20,Kh. 'Einun,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-20,Kh. a-Deir,Tubas,west-bank,0,0,0,Residental,Demolition on the pretext of unlawful construction
2015-08-20,Kh. a-Deir,Tubas,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-20,Kh. Samrah,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-20,Kh. 'Einun,Tubas,west-bank,2,4,2,Residental,Demolition on the pretext of unlawful construction
2015-08-18,Fasayil,Jericho,west-bank,1,6,4,Residental,Demolition on the pretext of unlawful construction
2015-08-18,Fasayil,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-18,Fasayil,Jericho,west-bank,2,10,8,Residental,Demolition on the pretext of unlawful construction
2015-08-18,Fasayil,Jericho,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-18,Fasayil,Jericho,west-bank,1,3,1,Residental,Demolition on the pretext of unlawful construction
2015-08-18,Fasayil,Jericho,west-bank,1,3,1,Residental,Demolition on the pretext of unlawful construction
2015-08-18,Fasayil,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-18,Fasayil,Jericho,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-18,Fasayil,Jericho,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2015-08-18,Fasayil,Jericho,west-bank,2,8,5,Residental,Demolition on the pretext of unlawful construction
2015-08-18,Fasayil,Jericho,west-bank,1,7,5,Residental,Demolition on the pretext of unlawful construction
2015-08-18,Fasayil,Jericho,west-bank,1,5,3,Residental,Demolition on the pretext of unlawful construction
